Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Learning_Style
23.0,Female,College,75000,A,,High,6.9,,Public,Medium,Low,No,Medium,High,Medium,Positive,Medium,33.7,Yes,5.7,Unhealthy,High,7.4,Yes,Positive,No,Yes,No,No,Low,1.8,Medium,Visual
,Female,College,60000,C,79.4,Medium,6.3,Law,Public,Medium,Medium,Yes,,High,Medium,,High,38.9,No,7.0,Balanced,Low,5.5,Yes,Positive,No,Yes,No,No,Medium,3.6,Medium,Visual
18.7,,Some College,60000,B,80.5,Medium,7.1,Science,Public,High,Medium,Yes,Low,High,High,Positive,Medium,33.0,Yes,4.0,Unhealthy,High,4.9,Yes,Neutral,No,Yes,Yes,Yes,Medium,0.6,High,Visual
18.6,Male,Some College,40000,B,84.5,Low,6.4,Science,Private,Low,Low,No,Medium,High,High,Positive,Medium,26.5,Yes,7.6,Balanced,Medium,5.6,Yes,,No,Yes,No,No,,2.1,Medium,Auditory
22.1,Male,College,Unknown,B,65.0,High,5.3,Engineering,Public,Medium,Low,Yes,Low,High,Medium,Negative,Medium,28.6,Yes,3.7,Healthy,High,1.7,Yes,Positive,No,,No,Yes,,0.5,High,Kinesthetic
21.9,Male,High School,Unknown,C,76.4,Medium,7.2,Science,Private,Low,Medium,Yes,High,High,High,Positive,Medium,29.2,No,,Unhealthy,High,7.8,Yes,,No,Yes,No,No,High,,High,Visual
17.0,Male,Graduate,60000,,,High,6.5,Engineering,Private,Medium,High,Yes,High,Medium,High,Neutral,Medium,38.1,Yes,6.8,Healthy,High,7.3,Yes,Positive,No,Yes,Yes,Yes,Medium,2.1,Medium,Auditory
19.3,Male,Some College,30000,B,65.7,High,6.1,Science,Private,Medium,Medium,Yes,High,High,Low,Neutral,Medium,33.3,Yes,7.4,Unhealthy,Medium,4.6,Yes,Negative,No,Yes,Yes,Yes,Medium,3.0,Low,Auditory
20.0,Male,College,60000,A,79.3,Low,5.9,Engineering,Public,Medium,,Yes,High,High,Medium,Positive,Low,20.5,No,5.8,Balanced,Low,7.6,Yes,Neutral,No,Yes,No,Yes,Medium,0.6,,Visual
20.5,Male,High School,75000,B,69.1,High,2.4,Business,Public,Medium,High,Yes,High,Medium,High,Neutral,,28.0,No,7.8,Unhealthy,High,1.4,No,Positive,No,No,Yes,Yes,Low,4.0,Medium,Auditory
18.5,Male,High School,50000,B,98.1,Medium,6.9,Medicine,Private,,Medium,Yes,Medium,High,Medium,Positive,Medium,37.5,Yes,8.2,Unhealthy,Medium,5.28,No,Positive,No,Yes,Yes,No,Low,1.1,Medium,Visual
22.6,Male,Graduate,75000,C,75.0,High,7.8,Medicine,Public,Low,Medium,No,Medium,High,Medium,Positive,High,25.5,Yes,5.6,Unhealthy,Low,7.0,Yes,Positive,No,Yes,No,Yes,Medium,5.0,Medium,Auditory
14.8,Male,College,40000,B,84.8,Low,5.4,Law,Public,Medium,Low,Yes,Low,Medium,Medium,Positive,Low,29.6,Yes,5.0,Balanced,High,0.8,No,Positive,,No,No,No,High,4.5,High,Kinesthetic
20.4,,High School,75000,B,63.7,Medium,6.9,Business,Public,High,Low,Yes,High,High,Medium,Negative,Medium,34.4,Yes,4.5,Balanced,High,0.0,No,Positive,No,Yes,No,No,High,3.9,High,Kinesthetic
20.5,Male,College,50000,A,71.1,High,6.5,Law,Private,High,Low,Yes,Medium,Low,Medium,Negative,Low,,Yes,5.3,Balanced,High,0.2,Yes,Negative,No,No,Yes,No,High,3.9,High,Kinesthetic
18.0,Male,College,40000,B,,High,2.6,Medicine,Private,Medium,High,No,High,High,Medium,Neutral,,32.6,Yes,7.3,Healthy,High,7.0,Yes,Negative,No,Yes,Yes,Yes,Medium,2.5,Low,Auditory
19.2,Male,Graduate,60000,A,66.8,Low,2.56,Arts,Public,Low,Low,Yes,Medium,,Medium,Positive,Medium,32.1,Yes,8.2,Balanced,,,Yes,Positive,No,Yes,No,No,Medium,4.8,Low,Visual
18.7,Female,Some College,60000,A,90.3,High,7.5,Medicine,Public,High,High,Yes,High,Medium,Low,Positive,Low,28.0,Yes,7.8,Unhealthy,,,Yes,Positive,No,Yes,Yes,Yes,Medium,2.5,Low,Auditory
23.3,Male,Graduate,40000,A,72.9,Medium,1.8,Science,Public,Low,Low,No,,Medium,High,Negative,Low,,Yes,5.1,Healthy,High,0.6,Yes,Positive,No,Yes,No,No,High,2.7,High,Kinesthetic
20.4,Female,Some College,Unknown,A,84.8,Medium,1.7,Medicine,Private,Low,Low,No,Low,Medium,High,Positive,Medium,31.4,Yes,,Healthy,High,1.21,Yes,Negative,No,Yes,Yes,No,High,0.1,High,Kinesthetic
16.2,Male,Some College,60000,A,87.4,Low,0.3,Medicine,Public,Medium,Medium,No,High,High,Medium,,Medium,38.2,No,7.0,Healthy,Medium,5.0,Yes,Positive,No,Yes,,Yes,Low,4.5,Low,Auditory
,Female,Graduate,50000,B,,Medium,7.5,Engineering,Private,High,Low,No,Medium,,Medium,Positive,Medium,23.4,Yes,8.0,Balanced,Medium,5.3,Yes,Neutral,No,Yes,No,No,Medium,2.9,Low,Kinesthetic
21.6,Male,High School,50000,A,69.9,Low,6.9,Law,Private,Medium,Low,Yes,Medium,Medium,High,Neutral,Medium,32.6,Yes,4.7,Balanced,High,-0.1,,Positive,No,No,Yes,No,,1.6,High,Kinesthetic
20.3,Male,Graduate,Unknown,A,87.8,High,6.1,Engineering,Private,High,High,Yes,Low,High,High,Positive,Low,27.1,Yes,6.7,Balanced,Medium,6.3,No,Positive,No,Yes,Yes,Yes,Low,2.9,Medium,Visual
19.2,Female,Graduate,,B,66.5,,2.0,Arts,Public,Medium,Low,No,Low,High,Medium,Negative,Medium,,Yes,4.2,Balanced,High,0.2,Yes,Positive,No,Yes,No,No,High,0.9,High,Kinesthetic
23.2,Female,High School,Unknown,B,93.2,Medium,6.7,Business,Private,Low,High,Yes,Medium,High,High,Positive,Medium,28.8,No,5.5,Unhealthy,,5.5,Yes,Negative,Yes,Yes,No,Yes,Medium,3.0,Medium,Visual
17.0,Female,Some College,30000,B,83.0,Medium,0.2,Arts,Private,High,Low,No,High,High,High,Negative,High,37.4,Yes,4.7,Unhealthy,High,0.7,No,Neutral,No,Yes,No,Yes,High,3.1,High,Kinesthetic
16.8,Male,High School,75000,B,94.6,High,0.8,Science,,Medium,Low,Yes,,High,Low,Neutral,High,29.0,No,6.7,Healthy,High,5.8,Yes,Positive,No,Yes,Yes,,High,4.1,Low,Kinesthetic
20.9,Female,High School,75000,A,99.9,High,0.6,Law,Private,Low,Medium,Yes,High,Medium,Low,Positive,Medium,24.5,No,6.9,Balanced,Low,4.6,Yes,Positive,No,Yes,,Yes,Medium,-0.1,High,Auditory
14.6,Female,College,75000,B,76.8,High,1.42,,Public,Low,Medium,Yes,High,Medium,High,Positive,Low,31.1,Yes,6.8,Balanced,Medium,6.7,No,Positive,No,Yes,Yes,Yes,Low,4.0,High,Auditory
15.8,Female,Graduate,40000,,77.8,Low,,Medicine,Private,Low,Medium,Yes,Medium,High,Medium,,High,31.2,No,4.6,Unhealthy,Medium,5.1,No,Positive,No,Yes,Yes,No,Low,0.6,Low,Visual
21.8,Female,College,50000,C,86.9,High,1.5,Medicine,Public,Medium,Low,Yes,High,Medium,Medium,Positive,Medium,35.7,Yes,4.7,Balanced,High,1.2,Yes,Negative,No,No,No,No,High,2.1,High,Kinesthetic
20.2,Female,High School,Unknown,C,75.9,High,7.2,,Private,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,23.8,Yes,6.1,Healthy,Low,6.5,Yes,Positive,No,Yes,Yes,No,Low,4.4,Medium,Visual
19.4,Male,High School,30000,A,81.0,High,2.3,Engineering,Private,High,Medium,Yes,High,Medium,Medium,Positive,Low,22.9,Yes,6.8,Healthy,High,2.5,Yes,Positive,No,Yes,Yes,Yes,Low,3.2,Medium,Auditory
18.5,Male,College,60000,C,67.4,High,3.4,Business,Private,Low,Low,Yes,High,Medium,Low,Positive,Medium,20.4,No,6.8,Balanced,Low,4.2,,Positive,Yes,Yes,Yes,Yes,High,0.0,Medium,Auditory
17.5,Female,High School,60000,A,79.1,High,2.6,Science,Public,Medium,Medium,Yes,High,Low,High,Positive,High,32.0,Yes,8.2,Unhealthy,Medium,3.7,Yes,Positive,No,No,Yes,Yes,Medium,4.3,Low,Auditory
23.4,Female,College,75000,C,64.7,Medium,2.3,Engineering,Public,Medium,Low,Yes,High,High,High,Positive,Medium,27.1,Yes,5.0,Balanced,High,8.81,Yes,Neutral,No,Yes,No,No,High,0.7,High,Kinesthetic
,Female,College,40000,B,98.5,High,1.4,Business,Public,Medium,Medium,Yes,Low,High,Low,Negative,Low,26.5,,6.4,Healthy,Low,1.9,Yes,Positive,No,No,Yes,Yes,Medium,2.2,Low,Auditory
21.6,Male,High School,30000,C,69.01,High,6.9,Law,Public,Medium,Low,Yes,High,,,Positive,Medium,33.8,No,6.7,Unhealthy,Low,1.5,No,Positive,No,Yes,Yes,Yes,Low,3.6,Low,Auditory
,Female,Graduate,60000,A,68.06,High,4.9,Engineering,Public,Medium,Medium,Yes,High,Low,Medium,Negative,High,20.6,Yes,,Unhealthy,Medium,6.3,Yes,Positive,,Yes,Yes,Yes,Medium,3.0,High,Auditory
17.8,Male,Some College,40000,B,92.2,High,2.1,Arts,Public,Medium,Low,Yes,,High,,Negative,,20.4,Yes,7.8,Balanced,Medium,5.0,No,Positive,No,Yes,Yes,Yes,Medium,1.1,High,Visual
24.1,Male,Graduate,30000,B,78.1,High,7.0,Law,Public,,High,Yes,High,Medium,,,Medium,23.8,Yes,6.8,Unhealthy,Medium,6.66,No,Positive,No,Yes,Yes,Yes,,0.2,Medium,Visual
22.2,Male,College,,B,92.6,High,-0.1,Science,Public,Medium,Low,Yes,Low,Medium,Low,Positive,Medium,35.2,Yes,4.5,Balanced,High,0.5,Yes,Neutral,No,Yes,No,Yes,High,1.9,High,Kinesthetic
18.4,,Graduate,30000,,96.7,High,6.4,Law,Public,Low,Medium,Yes,Medium,High,Medium,Positive,Medium,25.4,,8.7,Unhealthy,,5.4,Yes,Negative,No,Yes,No,No,Medium,2.5,Medium,Visual
22.8,Male,High School,Unknown,,72.3,Low,3.1,Medicine,Private,Medium,Medium,Yes,High,Medium,Medium,Positive,Low,20.7,Yes,7.4,Healthy,High,1.7,No,Positive,Yes,Yes,Yes,Yes,High,1.9,,Auditory
23.1,Female,College,40000,B,91.1,High,6.8,Engineering,Private,Low,Medium,Yes,Medium,High,Medium,Positive,High,33.0,Yes,4.8,Healthy,Medium,6.0,Yes,,No,Yes,Yes,No,Low,2.1,Medium,Auditory
17.0,Female,Some College,50000,A,76.5,Medium,7.5,Engineering,Public,,Medium,No,Medium,High,Low,Positive,High,20.8,No,8.4,Healthy,Low,7.9,Yes,Negative,No,Yes,No,No,Low,2.1,Low,Visual
19.5,Female,College,Unknown,B,85.1,High,2.7,Science,Private,Medium,High,No,High,Medium,Medium,Neutral,High,34.7,Yes,7.0,Healthy,Medium,5.1,No,Positive,No,No,Yes,Yes,Medium,4.0,Medium,Auditory
21.6,Female,College,Unknown,A,86.9,Low,,Business,Private,Low,Low,Yes,Medium,High,High,Positive,Medium,29.3,,5.3,Healthy,Low,5.5,Yes,Positive,No,Yes,No,No,High,2.5,Medium,Visual
,Male,College,75000,A,87.0,Medium,6.5,Law,Public,High,Low,Yes,Medium,High,Medium,Positive,Medium,35.1,Yes,5.1,Balanced,High,0.5,Yes,Neutral,No,Yes,No,No,High,4.4,,Kinesthetic
15.3,Male,High School,60000,A,92.9,High,2.6,Engineering,Private,Medium,Low,Yes,High,High,Medium,,Medium,32.9,No,7.4,Healthy,Medium,1.1,No,,No,Yes,Yes,Yes,High,0.7,,Auditory
20.0,Female,College,75000,B,96.8,High,,,Public,Low,Medium,Yes,High,Medium,Low,Positive,,37.9,Yes,7.2,Unhealthy,Low,1.0,No,Positive,No,No,Yes,Yes,High,4.0,Low,Auditory
20.5,Female,College,Unknown,B,65.8,High,7.6,Law,Private,High,High,Yes,High,High,Low,Positive,High,25.4,,,Balanced,Medium,5.12,,Positive,No,Yes,Yes,Yes,,1.3,Medium,Auditory
13.8,Male,Graduate,30000,B,98.4,High,1.8,Law,Public,Medium,Medium,Yes,High,High,Medium,Positive,Medium,38.2,No,6.5,Unhealthy,High,1.1,Yes,Positive,Yes,No,Yes,Yes,Medium,4.6,Medium,Auditory
16.9,Male,High School,40000,A,88.1,Medium,7.2,Law,Private,Medium,High,No,High,High,,Positive,High,23.8,Yes,9.1,Unhealthy,Low,7.5,Yes,Positive,Yes,Yes,Yes,No,High,1.3,High,Visual
22.0,Female,College,30000,B,68.9,Low,,Law,Private,Low,Low,Yes,Medium,High,High,Positive,High,22.9,Yes,5.4,Unhealthy,High,2.2,Yes,Neutral,Yes,Yes,Yes,No,High,1.3,High,Auditory
22.2,Male,Some College,75000,B,62.5,High,3.9,Business,Public,Low,Low,Yes,Medium,Medium,,Negative,Low,36.4,No,6.5,Unhealthy,Medium,8.0,Yes,Positive,No,Yes,Yes,Yes,Low,4.4,High,Auditory
18.9,Female,Graduate,30000,A,60.1,High,1.25,Medicine,Public,Medium,Medium,No,High,High,,Positive,High,37.4,Yes,4.6,Healthy,Medium,7.0,Yes,Negative,No,Yes,No,No,High,1.6,High,Visual
20.5,Female,High School,,B,86.1,High,6.0,Arts,Private,Medium,High,Yes,High,High,Low,Positive,Medium,29.1,Yes,7.0,Unhealthy,High,5.5,Yes,Positive,Yes,Yes,Yes,Yes,Low,3.1,High,Visual
18.5,Female,,40000,A,89.3,Low,1.7,Science,Public,Low,Low,Yes,High,Medium,Medium,Positive,High,36.6,,4.4,Unhealthy,High,6.71,Yes,Positive,No,No,No,,High,4.3,High,Kinesthetic
19.1,Male,Some College,Unknown,B,64.6,Medium,2.37,,Private,High,Low,Yes,Medium,High,Medium,Positive,Medium,36.2,No,7.8,Healthy,High,,Yes,Neutral,No,Yes,Yes,No,High,4.7,High,Visual
20.3,Male,Graduate,30000,B,91.4,Low,3.2,Arts,Private,Medium,Low,Yes,High,Medium,Medium,Positive,Medium,26.0,Yes,4.8,Healthy,High,1.7,Yes,Negative,No,No,No,No,High,1.9,High,Kinesthetic
20.4,Female,College,Unknown,B,72.5,Low,7.2,Law,Public,Low,Medium,Yes,Medium,Low,Low,Positive,High,21.1,Yes,7.9,Unhealthy,Low,5.6,Yes,Positive,,Yes,Yes,Yes,High,1.8,Medium,Kinesthetic
20.6,Female,College,Unknown,B,76.9,High,2.3,Science,Public,Medium,,Yes,High,Medium,Medium,Positive,Medium,21.0,No,7.8,Balanced,Low,3.5,No,Positive,No,Yes,Yes,Yes,Low,1.1,High,Auditory
20.7,Male,College,50000,C,66.9,Low,6.2,Business,Private,Medium,High,No,Medium,Low,Medium,Positive,Low,23.1,No,4.3,Balanced,High,7.3,Yes,Positive,No,Yes,No,No,Medium,4.6,Medium,Visual
20.5,Female,Some College,75000,B,,Medium,0.7,Business,Public,High,,,Low,Medium,High,Positive,Medium,39.6,Yes,4.1,Unhealthy,High,0.1,Yes,,No,Yes,Yes,,High,2.8,High,Kinesthetic
19.8,Male,Graduate,50000,B,66.8,Medium,6.8,Engineering,Public,Medium,Low,Yes,High,Medium,Medium,Positive,Medium,23.7,Yes,4.6,Healthy,High,0.5,Yes,Neutral,No,,Yes,Yes,High,4.2,High,Kinesthetic
20.1,Male,Graduate,30000,B,74.7,Low,4.9,Science,Public,Low,Medium,Yes,High,Low,Low,Neutral,High,34.4,No,6.9,Unhealthy,,3.5,Yes,Negative,No,Yes,Yes,Yes,Low,0.7,Medium,Auditory
18.7,Female,Some College,40000,C,64.67,Low,3.8,Business,Public,High,Low,Yes,Low,Low,High,Negative,Medium,33.4,Yes,4.4,Healthy,High,0.8,Yes,Positive,Yes,Yes,,No,High,3.7,High,Kinesthetic
,Female,Graduate,Unknown,C,84.9,Medium,7.4,Engineering,Private,Low,Low,,Medium,High,Medium,Positive,High,33.6,Yes,6.3,Healthy,High,7.0,Yes,Negative,No,Yes,No,Yes,Medium,1.8,Low,Visual
20.1,Female,Graduate,30000,B,73.3,High,2.0,Engineering,,Low,Medium,Yes,High,Medium,Medium,Negative,High,23.5,Yes,6.7,Balanced,Low,7.08,No,Positive,No,Yes,Yes,Yes,High,2.7,Medium,Auditory
26.0,Female,Some College,40000,A,71.2,High,,Engineering,Public,High,Low,No,High,Low,High,Positive,Medium,37.1,Yes,6.6,Balanced,High,1.0,No,Positive,Yes,Yes,,Yes,Low,4.2,,Auditory
17.8,Female,Graduate,75000,A,63.9,Medium,7.4,Engineering,Private,Low,Low,Yes,High,,Medium,Positive,High,28.9,,,Unhealthy,High,,No,Negative,Yes,,Yes,No,High,0.3,High,Kinesthetic
,,High School,40000,B,65.9,High,2.2,Science,Public,Low,Medium,No,High,High,Low,Negative,High,25.5,No,6.9,Unhealthy,High,6.6,Yes,Positive,No,,Yes,Yes,,3.9,Low,Auditory
22.5,Male,Some College,30000,B,86.9,Low,2.13,Engineering,,Medium,Medium,Yes,Medium,High,High,Positive,High,27.6,No,7.6,Healthy,Low,6.3,Yes,Positive,No,Yes,No,No,Medium,-0.1,Medium,Visual
24.7,Male,Some College,30000,C,81.4,High,,Business,Private,Low,Low,Yes,High,Low,Medium,Negative,Low,31.9,No,7.3,Healthy,Low,4.3,No,Positive,No,Yes,Yes,Yes,Medium,0.4,Medium,Auditory
19.5,Male,Graduate,60000,A,95.3,Medium,6.0,Arts,Private,Medium,Low,Yes,High,Medium,High,Positive,High,24.2,Yes,4.5,Unhealthy,High,1.5,Yes,Negative,No,No,No,,High,1.0,,Kinesthetic
22.5,Female,Some College,30000,B,77.4,High,1.8,Arts,Private,Medium,Low,No,Medium,Medium,High,Neutral,Medium,26.4,Yes,4.1,Balanced,High,0.2,No,Positive,No,No,No,No,High,2.8,High,Kinesthetic
17.9,Male,Graduate,40000,B,67.4,Medium,6.9,,Public,Medium,Low,No,Medium,Medium,Low,Positive,,34.3,Yes,4.1,Healthy,High,0.2,No,Positive,No,No,No,Yes,High,1.5,High,Kinesthetic
24.1,Female,Graduate,40000,B,69.5,Medium,4.2,Science,Private,Low,Low,No,Medium,Medium,Low,Negative,High,36.2,Yes,4.2,Unhealthy,High,0.5,Yes,,,Yes,No,No,High,2.8,,Kinesthetic
20.2,Female,Graduate,30000,C,61.4,High,4.8,Arts,Public,Medium,Low,No,Medium,Medium,High,Negative,Medium,25.0,Yes,5.6,Unhealthy,High,1.9,No,Negative,No,Yes,No,No,High,1.1,High,Kinesthetic
22.9,Male,Graduate,Unknown,,76.2,High,7.4,Engineering,Public,Medium,High,Yes,Medium,High,Medium,Positive,High,38.1,Yes,8.1,Balanced,Medium,8.63,Yes,Positive,No,Yes,No,No,High,1.0,Low,Visual
17.8,Male,Graduate,Unknown,C,86.3,Low,6.9,Medicine,Private,Low,Low,Yes,Medium,High,Low,Positive,High,24.8,No,,Unhealthy,High,5.5,Yes,Negative,Yes,Yes,,Yes,Low,,High,Visual
18.6,Male,College,75000,A,77.2,Low,0.9,,Public,Medium,Low,No,Medium,High,Medium,Positive,Low,25.8,Yes,4.9,Balanced,High,1.3,Yes,Positive,No,Yes,No,No,High,2.1,High,Auditory
20.5,Male,Some College,30000,B,94.4,High,3.5,Business,Private,Low,Low,No,Medium,Medium,Medium,Neutral,Low,31.8,Yes,4.7,Balanced,High,1.0,No,Neutral,No,Yes,No,Yes,High,2.5,High,Kinesthetic
21.8,Male,High School,Unknown,,67.1,,7.4,Business,Private,High,High,No,Medium,High,,Positive,Medium,21.3,No,7.8,Unhealthy,Medium,8.0,Yes,Positive,Yes,Yes,No,No,High,-0.1,Low,Visual
15.3,Male,College,40000,B,83.7,,2.1,Arts,Private,High,Low,No,Medium,Medium,High,Positive,,35.6,Yes,4.9,Healthy,High,0.9,Yes,Neutral,No,Yes,No,No,High,4.9,High,Kinesthetic
17.7,Female,College,,C,89.1,Low,3.6,Science,Private,Medium,Low,,High,High,Medium,Negative,Medium,32.1,Yes,,,High,0.2,Yes,Positive,No,No,Yes,Yes,High,1.7,High,Auditory
20.2,Male,High School,60000,B,98.5,Medium,7.7,Science,Public,Low,Low,Yes,Medium,Low,Low,Negative,High,22.7,Yes,5.1,Unhealthy,High,1.4,No,Positive,No,Yes,Yes,Yes,High,,High,Kinesthetic
23.1,Female,High School,30000,B,67.4,Low,7.3,Business,Public,Low,High,No,Medium,High,Medium,Positive,Medium,22.4,Yes,,Healthy,High,5.6,Yes,Negative,No,Yes,Yes,No,Low,1.3,Low,Visual
21.1,Male,Graduate,,A,90.5,Low,,Arts,Public,Medium,High,Yes,High,High,Medium,Positive,Medium,20.6,,7.3,Healthy,High,5.6,Yes,Neutral,,Yes,No,No,High,1.9,Medium,Visual
18.3,Male,,Unknown,,,Medium,,Business,Private,Medium,Low,Yes,Low,Medium,High,Neutral,Medium,34.5,Yes,4.0,Healthy,High,1.2,No,Negative,No,,No,No,,3.4,High,Kinesthetic
19.6,Male,Graduate,40000,B,87.3,High,5.2,Arts,,Medium,Low,No,Medium,High,Low,Neutral,High,36.0,Yes,4.9,Balanced,High,0.4,No,Positive,Yes,,Yes,No,High,5.0,High,Kinesthetic
19.0,Male,Graduate,60000,B,81.8,Low,1.83,Law,Private,,High,Yes,Medium,High,Medium,Positive,Medium,32.6,Yes,,Unhealthy,Medium,7.2,Yes,Positive,Yes,Yes,No,No,Low,2.0,High,Kinesthetic
18.2,Female,High School,Unknown,A,66.2,,6.0,Engineering,Public,Medium,Medium,No,High,Low,Medium,Neutral,Medium,29.9,Yes,6.7,Healthy,High,6.7,Yes,Positive,No,No,Yes,Yes,Low,2.8,Medium,Auditory
21.8,Female,College,40000,A,91.8,,4.6,Medicine,Public,Medium,Low,No,Medium,Medium,Low,Positive,High,29.9,Yes,4.0,Balanced,High,0.6,No,Positive,No,No,No,Yes,High,3.9,High,Kinesthetic
21.3,Female,Some College,30000,B,95.2,Medium,2.2,Law,Public,Medium,Low,Yes,Medium,High,Medium,Negative,High,37.5,Yes,4.7,Healthy,High,0.3,No,Negative,No,No,No,Yes,High,,High,Kinesthetic
21.0,Male,College,75000,A,69.6,Medium,6.0,Science,Public,Medium,Low,No,High,High,Low,Positive,High,35.0,No,8.5,Balanced,,6.2,Yes,Negative,No,Yes,No,No,Medium,4.6,Low,Visual
,Female,College,50000,A,74.2,Medium,6.6,Medicine,Private,Medium,Low,Yes,Low,High,Medium,Positive,Low,33.4,No,7.0,Unhealthy,Low,7.2,Yes,Neutral,No,Yes,No,Yes,Low,2.1,,Visual
21.8,Female,Graduate,60000,B,,High,0.4,Science,Private,High,Medium,No,High,Medium,Low,Neutral,High,,No,6.8,Balanced,Medium,5.9,Yes,Positive,No,No,Yes,Yes,High,1.4,Low,Auditory
20.9,Female,Graduate,50000,B,89.9,High,8.3,Law,Private,Medium,Medium,Yes,Low,Medium,Low,Negative,Medium,36.0,Yes,7.9,Unhealthy,Medium,1.9,No,Negative,No,Yes,Yes,Yes,Low,2.1,Medium,Auditory
19.3,Female,,75000,A,76.2,High,5.5,Science,Private,Medium,High,Yes,High,Medium,Medium,,High,33.4,Yes,7.1,Healthy,Medium,3.4,No,Positive,No,Yes,Yes,,High,,Medium,Auditory
19.2,Male,High School,60000,C,89.0,Medium,6.7,Science,Public,Medium,Low,Yes,Low,High,Low,,Medium,23.6,Yes,4.7,Balanced,High,0.8,Yes,Positive,No,Yes,No,,High,3.9,High,Kinesthetic
18.5,,Some College,75000,B,82.3,Low,5.8,Business,Private,Low,Low,No,Low,High,Medium,,Low,37.0,No,6.7,Healthy,High,6.9,Yes,,No,Yes,No,Yes,High,4.8,Low,Visual
21.6,,Graduate,Unknown,B,,High,4.9,Medicine,Public,Medium,High,Yes,High,,High,Negative,High,36.3,Yes,7.4,Balanced,Medium,3.2,Yes,Positive,Yes,No,Yes,Yes,Low,2.8,Low,Auditory
17.5,Female,College,50000,B,84.8,High,7.1,Science,Public,High,Medium,Yes,Medium,High,Medium,Positive,High,24.1,Yes,8.4,Healthy,Low,8.5,Yes,Negative,No,Yes,No,No,Low,,Medium,Visual
17.7,Female,Some College,,C,80.9,Medium,7.4,Engineering,Private,Low,Medium,Yes,Medium,High,High,Positive,High,26.5,Yes,8.3,Healthy,Medium,5.1,Yes,,No,Yes,Yes,Yes,High,1.1,Low,Kinesthetic
21.4,Female,High School,60000,B,61.6,High,7.5,Medicine,Public,Medium,Low,Yes,High,Medium,High,Neutral,Medium,19.8,Yes,4.6,Healthy,High,0.7,,Positive,No,No,No,Yes,High,2.0,High,Kinesthetic
18.3,,Some College,30000,B,80.1,Medium,1.5,,Public,High,Low,Yes,Medium,Medium,Medium,Neutral,Medium,,Yes,4.8,Balanced,High,0.9,No,Positive,No,No,No,No,High,3.0,High,Kinesthetic
16.6,Female,High School,50000,B,68.4,Medium,6.1,Medicine,Private,Medium,High,No,Low,High,High,Positive,Medium,33.8,Yes,5.8,Healthy,Medium,6.3,Yes,Negative,No,Yes,No,No,Medium,1.8,Medium,Visual
24.4,Male,High School,75000,C,61.5,Medium,5.3,Engineering,Public,High,Low,Yes,Medium,Medium,High,Positive,Medium,35.9,Yes,5.2,Healthy,High,6.31,Yes,Negative,No,Yes,,No,High,4.1,High,Kinesthetic
21.9,Male,Graduate,Unknown,B,78.2,Medium,6.4,Medicine,Private,Medium,Medium,No,Low,High,High,Positive,High,23.6,No,,Balanced,Medium,7.1,Yes,Positive,No,Yes,No,No,High,2.6,,Visual
23.8,Male,Graduate,40000,A,,High,1.1,Business,Public,Medium,High,Yes,High,,,Negative,High,33.2,No,7.7,Unhealthy,Low,7.3,No,Positive,Yes,Yes,Yes,Yes,Medium,4.2,Medium,Auditory
21.0,Female,Some College,Unknown,B,80.3,Medium,5.8,Business,Private,High,Low,Yes,Medium,Low,Medium,Positive,Low,21.0,Yes,4.4,Healthy,High,0.6,No,Positive,No,No,Yes,No,High,1.9,High,Auditory
19.0,Female,Graduate,,A,62.7,High,2.95,Science,Private,Low,Medium,Yes,High,High,Medium,Positive,Medium,36.1,Yes,5.9,Balanced,Medium,7.5,Yes,Positive,No,Yes,No,No,Low,0.8,Medium,Visual
18.3,Female,Graduate,50000,B,63.7,High,3.3,Business,Private,Low,Medium,,High,Low,High,Neutral,Low,25.1,No,7.0,Balanced,Medium,4.3,Yes,Positive,,Yes,Yes,Yes,Low,2.2,Medium,Auditory
18.3,Male,College,60000,B,95.8,Medium,4.6,Law,Public,,High,No,Medium,Low,Medium,Positive,Medium,35.9,Yes,4.2,Unhealthy,High,0.9,,Neutral,No,Yes,No,Yes,High,3.9,High,Kinesthetic
19.9,Male,Some College,40000,B,62.5,High,,Business,Public,Medium,Low,Yes,High,,Medium,Positive,Low,20.8,Yes,6.4,Unhealthy,,1.8,Yes,Positive,No,Yes,Yes,Yes,Medium,4.1,Low,Auditory
20.5,Male,Some College,Unknown,C,80.4,High,6.9,,,High,High,Yes,Medium,High,Medium,Positive,Medium,36.6,Yes,5.3,Unhealthy,Medium,6.3,Yes,Negative,,Yes,No,No,Low,4.0,High,Visual
20.9,Male,Some College,40000,C,69.9,High,2.8,Arts,Private,Medium,Low,Yes,High,Low,High,Neutral,Low,34.0,Yes,7.7,Healthy,High,7.7,No,Positive,Yes,No,Yes,Yes,Medium,4.0,High,Auditory
